Prov 1:1 [מִשְׁלֵי] [שְׁלֹמֹה] [בֶן] [דָּוִד] king [יִשְׂרָאֵל] | [KJV:] The proverbs of Solomon the son of David, king of Israel;
Prov 5:10 [ֶּן] [יִשְׂבְּעוּ] [זָרִים] [כֹּחֶךָ] [וַעֲצָבֶיךָ] [בְּבֵית] [נָכְרִי] | [KJV:] Lest strangers be filled with thy wealth; and thy labours be in the house of a stranger;
Prov 5:11 [וְנָהַמְתָּ] [בְאַחֲרִיתֶךָ] [בִּכְלוֹת] [בְּשָׂרְךָ] [וּשְׁאֵרֶךָ] | [KJV:] And thou mourn at the last, when thy flesh and thy body are consumed,
Prov 5:12 [וְאָמַרְתָּ] [אֵיךְ] [שָׂנֵאתִי] [מוָּר] [וְתוֹכַחַת] [נָאַץ] [לִבִּי] | [KJV:] And say, How have I hated instruction, and my heart despised reproof;
Prov 5:13 and not [שָׁמַעְתִּי] [בְּקוֹל] [מוֹרָי] [וְלִמְלַמְּדַי] not [הִטִּיתִי] [אָזְנִי] | [KJV:] And have not obeyed the voice of my teachers, nor inclined mine ear to them that instructed me!
Prov 5:14 [כִּמְעַט] [הָיִיתִי] [בְכָל] [רָע] [בְּתוֹךְ] [קָהָל] [וְעֵדָה] | [KJV:] I was almost in all evil in the midst of the congregation and assembly.
Prov 5:15 [שְׁתֵה] water(s) [מִבּוֹרֶךָ] [וְנֹזְלִים] from the midst of [בְּאֵרֶךָ]
Prov 5:16 [יָוּצוּ] [מַעְיְנֹתֶיךָ] [חוּצָה] [בָּרְחֹבוֹת] [ַּלְגֵי] [מָיִם] | [KJV:] Let thy fountains be dispersed abroad, and rivers of waters in the streets.
Prov 5:17 they will be to you [לְבַדֶּךָ] [וְאֵין] [לְזָרִים] [אִתָּךְ]
Prov 5:18 [יְהִי] [מְקוֹרְךָ] [בָרוּךְ] [וּשְׂמַח] [מֵאֵשֶׁת] [נְעוּרֶךָ] | [KJV:] Let thy fountain be blessed: and rejoice with the wife of thy youth.
Prov 5:19 [אַיֶּלֶת] [אֲהָבִים] [וְיַעֲלַת] grace [דַּדֶּיהָ] [יְרַוֻּךָ] [בְכָל] [עֵת] [בְּאַהֲבָתָהּ] [תִּשְׁגֶּה] [תָמִיד] | [KJV:] Let her be as the loving hind and pleasant roe; let her breasts satisfy thee at all times; and be thou ravished always with her love.
Prov 5:20 [וְלָמָּה] [תִשְׁגֶּה] [בְנִי] [בְזָרָה] [וּתְחַבֵּק] [חֵק] [נָכְרִיָּה] | [KJV:] And why wilt thou, my son, be ravished with a strange woman, and embrace the bosom of a stranger?
Prov 5:21 [כִּי] [נֹכַח] [עֵינֵי] YHWH/[the] LORD [דַּרְכֵי] man and all [מַעְגְּלֹתָיו] [מְַלֵּ]
Prov 5:22 [עַווֹנוֹתָיו] [יִלְכְּדֻנוֹ] [with] [הָרָשָׁע] [וּבְחַבְלֵי] [חַטָּאתוֹ] [יִתָּמֵךְ] | [KJV:] His own iniquities shall take the wicked himself, and he shall be holden with the cords of his sins.
Prov 5:23 he [יָמוּת] [בְּאֵין] [מוָּר] [וּבְרֹב] [אִוַּלְתּוֹ] [יִשְׁגֶּה] | [KJV:] He shall die without instruction; and in the greatness of his folly he shall go astray.
Prov 6:1 [בְּנִי] if [עָרַבְתָּ] [לְרֵעֶךָ] [תָּקַעְתָּ] [לַזָּר] [כֶַּּיךָ] | [KJV:] My son, if thou be surety for thy friend, if thou hast stricken thy hand with a stranger,
Prov 6:2 [נוֹקַשְׁתָּ] [בְאִמְרֵי] [ִיךָ] [נִלְכַּדְתָּ] [בְּאִמְרֵי] [ִיךָ] | [KJV:] Thou art snared with the words of thy mouth, thou art taken with the words of thy mouth.
Prov 6:3 [עֲשֵׂה] this [אֵוֹא] [בְּנִי] [וְהִנָּצֵל] [כִּי] [בָאתָ] [בְכַף] [רֵעֶךָ] [לֵךְ] [הִתְרֵַּ] [וּרְהַב] [רֵעֶיךָ] | [KJV:] Do this now, my son, and deliver thyself, when thou art come into the hand of thy friend; go, humble thyself, and make sure thy friend.
Prov 6:4 not [imperative] [תִּתֵּן] [שֵׁנָה] [לְעֵינֶיךָ] [וּתְנוּמָה] [לְעְַעֶַּיךָ] | [KJV:] Give not sleep to thine eyes, nor slumber to thine eyelids.
Prov 6:5 [הִנָּצֵל] [כִּצְבִי] [מִיָּד] [וּכְצִּוֹר] [מִיַּד] [יָקוּשׁ] | [KJV:] Deliver thyself as a roe from the hand of the hunter, and as a bird from the hand of the fowler.
Prov 6:6 [לֵךְ] to/toward [נְמָלָה] [עָצֵל] [רְאֵה] [דְרָכֶיהָ] [וַחֲכָם] | [KJV:] Go to the ant, thou sluggard; consider her ways, and be wise:
Prov 6:7 [אֲשֶׁר] [there is] no to her [קָצִין] [שֹׁטֵר] [וּמֹשֵׁל] | [KJV:] Which having no guide, overseer, or ruler,
Prov 6:8 [תָּכִין] [בַּקַּיִץ] [לַחְמָהּ] [אָגְרָה] [בַקָּצִיר] [מַאֲכָלָהּ] | [KJV:] Provideth her meat in the summer, and gathereth her food in the harvest.
Prov 6:9 until [מָתַי] [עָצֵל] [תִּשְׁכָּב] [מָתַי] [תָּקוּם] [מִשְּׁנָתֶךָ] | [KJV:] How long wilt thou sleep, O sluggard? when wilt thou arise out of thy sleep?
Prov 6:10 [מְעַט] [שֵׁנוֹת] [מְעַט] [תְּנוּמוֹת] [מְעַט] [חִבֻּק] [יָדַיִם] [לִשְׁכָּב] | [KJV:] Yet a little sleep, a little slumber, a little folding of the hands to sleep:
Prov 6:11 [וּבָא] [כִמְהַלֵּךְ] [רֵאשֶׁךָ] [וּמַחְֹרְךָ] [כְּאִישׁ] shield | [KJV:] So shall thy poverty come as one that travelleth, and thy want as an armed man.
Prov 6:12 man/mankind [בְּלִיַּעַל] man [אָוֶן] [הוֹלֵךְ] [עִקְּשׁוּת] [ֶּה] | [KJV:] A naughty person, a wicked man, walketh with a froward mouth.
Prov 6:13 [קֹרֵץ] [בְּעֵינָו] [מֹלֵל] [בְּרַגְלָו] [מֹרֶה] [בְּאֶצְבְּעֹתָיו] | [KJV:] He winketh with his eyes, he speaketh with his feet, he teacheth with his fingers;
Prov 6:14 [תַּהְֻּכוֹת] [בְּלִבּוֹ] [חֹרֵשׁ] [רָע] [בְּכָל] [עֵת] [מְדָנִים] [יְשַׁלֵּחַ] | [KJV:] Frowardness is in his heart, he deviseth mischief continually; he soweth discord.
Prov 6:15 upon [כֵּן] [ִּתְאֹם] [יָבוֹא] [אֵידוֹ] [ֶּתַע] [יִשָּׁבֵר] [וְאֵין] [מַרְֵּא] | [KJV:] Therefore shall his calamity come suddenly; suddenly shall he be broken without remedy.
Prov 6:16 [שֶׁשׁ] [הֵנָּה] [שָׂנֵא] YHWH/[the] LORD [וְשֶׁבַע] [תּוֹעֲבוֹת] [נְַשׁוֹ] | [KJV:] These six things doth the Lord hate: yea, seven are an abomination unto him:
Prov 6:17 [עֵינַיִם] [רָמוֹת] [לְשׁוֹן] [שָׁקֶר] [וְיָדַיִם] [שְֹׁכוֹת] [דָּם] [נָקִי] | [KJV:] A proud look, a lying tongue, and hands that shed innocent blood,
Prov 6:18 heart [חֹרֵשׁ] [מַחְשְׁבוֹת] [אָוֶן] [רַגְלַיִם] [מְמַהֲרוֹת] [לָרוּץ] [לָרָעָה] | [KJV:] An heart that deviseth wicked imaginations, feet that be swift in running to mischief,
Prov 6:19 [יִָיחַ] [כְּזָבִים] [עֵד] [שָׁקֶר] [וּמְשַׁלֵּחַ] [מְדָנִים] [בֵּין] [אַחִים] | [KJV:] A false witness that speaketh lies, and he that soweth discord among brethren.
Prov 6:20 [נְצֹר] [בְּנִי] [מִצְוַת] [אָבִיךָ] [וְאַל] [תִּטֹּשׁ] law of [אִמֶּךָ] | [KJV:] My son, keep thy father's commandment, and forsake not the law of thy mother:
Prov 6:21 [קָשְׁרֵם] upon [לִבְּךָ] [תָמִיד] [עָנְדֵם] upon [גַּרְגְּרֹתֶךָ] | [KJV:] Bind them continually upon thine heart, and tie them about thy neck.
Prov 6:22 [בְּהִתְהַלֶּכְךָ] [תַּנְחֶה] you [f] [בְּשָׁכְבְּךָ] [תִּשְׁמֹר] upon you [וַהֲקִיצוֹתָ] she [תְשִׂיחֶךָ] | [KJV:] When thou goest, it shall lead thee; when thou sleepest, it shall keep thee; and when thou awakest, it shall talk with thee.
Prov 6:23 [כִּי] [נֵר] [מִצְוָה] [וְתוֹרָה] light [וְדֶרֶךְ] [חַיִּים] [תּוֹכְחוֹת] [מוָּר] | [KJV:] For the commandment is a lamp; and the law is light; and reproofs of instruction are the way of life:
Prov 6:24 [לִשְׁמָרְךָ] [מֵאֵשֶׁת] [רָע] [מֵחֶלְקַת] [לָשׁוֹן] [נָכְרִיָּה] | [KJV:] To keep thee from the evil woman, from the flattery of the tongue of a strange woman.
Prov 6:25 not [imperative] [תַּחְמֹד] [יְָיָהּ] [בִּלְבָבֶךָ] [וְאַל] [תִּקָּחֲךָ] [בְּעְַעֶַּיהָ] | [KJV:] Lust not after her beauty in thine heart; neither let her take thee with her eyelids.
Prov 6:26 [כִּי] [בְעַד] [אִשָּׁה] [זוֹנָה] until [כִּכַּר] [לָחֶם] [וְאֵשֶׁת] man [נֶֶשׁ] [יְקָרָה] [תָצוּד] | [KJV:] For by means of a whorish woman a man is brought to a piece of bread: and the adultress will hunt for the precious life.
Prov 6:27 [הֲיַחְתֶּה] man [אֵשׁ] [בְּחֵיקוֹ] [וּבְגָדָיו] not [תִשָּׂרְַנָה] | [KJV:] Can a man take fire in his bosom, and his clothes not be burned?
Prov 6:28 if [יְהַלֵּךְ] man upon [הַגֶּחָלִים] [וְרַגְלָיו] not [תִכָּוֶינָה]
Prov 6:29 [כֵּן] [הַבָּא] to/toward [אֵשֶׁת] [רֵעֵהוּ] not [יִנָּקֶה] [כָּל] [הַנֹּגֵעַ] [בָּהּ] | [KJV:] So he that goeth in to his neighbour's wife; whosoever toucheth her shall not be innocent.
Prov 6:30 not [יָבוּזוּ] [לַגַּנָּב] [כִּי] [יִגְנוֹב] [לְמַלֵּא] [נְַשׁוֹ] [כִּי] [יִרְעָב] | [KJV:] Men do not despise a thief, if he steal to satisfy his soul when he is hungry;
Prov 6:31 [וְנִמְצָא] [יְשַׁלֵּם] [שִׁבְעָתָיִם] [with] [כָּל] [הוֹן] [בֵּיתוֹ] [יִתֵּן] | [KJV:] But if he be found, he shall restore sevenfold; he shall give all the substance of his house.
Prov 6:32 [נֹאֵף] [אִשָּׁה] [חֲַר] heart [מַשְׁחִית] [נְַשׁוֹ] he [יַעֲשֶׂנָּה] | [KJV:] But whoso committeth adultery with a woman lacketh understanding: he that doeth it destroyeth his own soul.
Prov 6:33 [נֶגַע] [וְקָלוֹן] [יִמְצָא] [וְחֶרְָּתוֹ] not [תִמָּחֶה] | [KJV:] A wound and dishonour shall he get; and his reproach shall not be wiped away.
Prov 6:34 [כִּי] [קִנְאָה] [חֲמַת] [גָּבֶר] and not [יַחְמוֹל] [בְּיוֹם] [נָקָם] | [KJV:] For jealousy is the rage of a man: therefore he will not spare in the day of vengeance.
Prov 6:35 not [יִשָּׂא] [ְּנֵי] [כָל] [כֶֹּר] and not [יֹאבֶה] [כִּי] [תַרְבֶּה] [שֹׁחַד] | [KJV:] He will not regard any ransom; neither will he rest content, though thou givest many gifts.
Prov 7:1 [בְּנִי] [שְׁמֹר] [אֲמָרָי] [וּמִצְוֹתַי] [תִּצְֹּן] [אִתָּךְ] | [KJV:] My son, keep my words, and lay up my commandments with thee.
Prov 7:2 [שְׁמֹר] [מִצְוֹתַי] [וֶחְיֵה] [וְתוֹרָתִי] [כְּאִישׁוֹן] [עֵינֶיךָ] | [KJV:] Keep my commandments, and live; and my law as the apple of thine eye.
Prov 7:3 [קָשְׁרֵם] upon [אֶצְבְּעֹתֶיךָ] [כָּתְבֵם] upon [לוּחַ] [לִבֶּךָ] | [KJV:] Bind them upon thy fingers, write them upon the table of thine heart.
Prov 7:4 [אֱמֹר] [לַחָכְמָה] [אֲחֹתִי] [אָתְּ] [וּמֹדָע] [לַבִּינָה] [תִקְרָא] | [KJV:] Say unto wisdom, Thou art my sister; and call understanding thy kinswoman:
Prov 7:5 [לִשְׁמָרְךָ] [מֵאִשָּׁה] [זָרָה] [מִנָּכְרִיָּה] [אֲמָרֶיהָ] [הֶחֱלִיקָה] | [KJV:] That they may keep thee from the strange woman, from the stranger which flattereth with her words.
Prov 7:6 [כִּי] [בְּחַלּוֹן] [בֵּיתִי] [בְּעַד] [אֶשְׁנַבִּי] [נִשְׁקְָתִּי] | [KJV:] For at the window of my house I looked through my casement,
Prov 7:7 [וָאֵרֶא] [בְַּתָאיִם] [אָבִינָה] [בַבָּנִים] [נַעַר] [חֲַר] heart | [KJV:] And beheld among the simple ones, I discerned among the youths, a young man void of understanding,
Prov 7:8 [עֹבֵר] [בַּשּׁוּק] [אֵצֶל] [ִּנָּהּ] [וְדֶרֶךְ] [בֵּיתָהּ] [יִצְעָד] | [KJV:] Passing through the street near her corner; and he went the way to her house,
Prov 7:9 [בְּנֶשֶׁף] [בְּעֶרֶב] day [בְּאִישׁוֹן] night [וַאֲֵלָה] | [KJV:] In the twilight, in the evening, in the black and dark night:
Prov 7:10 [וְהִנֵּה] [אִשָּׁה] [לִקְרָאתוֹ] [שִׁית] [זוֹנָה] [וּנְצֻרַת] heart | [KJV:] And, behold, there met him a woman with the attire of an harlot, and subtil of heart.
Prov 7:11 [הֹמִיָּה] she [וְֹרָרֶת] [בְּבֵיתָהּ] not [יִשְׁכְּנוּ] [רַגְלֶיהָ] | [KJV:] (She is loud and stubborn; her feet abide not in her house:
Prov 7:12 [ַּעַם] [בַּחוּץ] [ַּעַם] [בָּרְחֹבוֹת] [וְאֵצֶל] [כָּל] [ִּנָּה] [תֶאֱרֹב] | [KJV:] Now is she without, now in the streets, and lieth in wait at every corner.)
Prov 7:13 [וְהֶחֱזִיקָה] in him/it [וְנָשְׁקָה] [לּוֹ] [הֵעֵזָה] [ָנֶיהָ] [וַתֹּאמַר] to him | [KJV:] So she caught him, and kissed him, and with an impudent face said unto him,
Prov 7:14 [זִבְחֵי] [שְׁלָמִים] [עָלָי] today [שִׁלַּמְתִּי] [נְדָרָי] | [KJV:] I have peace offerings with me; this day have I payed my vows.
Prov 7:15 upon [כֵּן] [יָצָאתִי] [לִקְרָאתֶךָ] [לְשַׁחֵר] [ָּנֶיךָ] [וָאֶמְצָאֶךָּ] | [KJV:] Therefore came I forth to meet thee, diligently to seek thy face, and I have found thee.
Prov 7:16 [מַרְבַדִּים] [רָבַדְתִּי] [עַרְשִׂי] [חֲטֻבוֹת] [אֵטוּן] [מִצְרָיִם] | [KJV:] I have decked my bed with coverings of tapestry, with carved works, with fine linen of Egypt.
Prov 7:17 [נְַתִּי] [מִשְׁכָּבִי] [מֹר] [אֲהָלִים] [וְקִנָּמוֹן] | [KJV:] I have perfumed my bed with myrrh, aloes, and cinnamon.
Prov 7:18 [לְכָה] [נִרְוֶה] [דֹדִים] until [הַבֹּקֶר] [נִתְעַלְָּה] [בָּאֳהָבִים] | [KJV:] Come, let us take our fill of love until the morning: let us solace ourselves with loves.
Prov 7:19 [כִּי] [there is] no the man [בְּבֵיתוֹ] [he] walked [בְּדֶרֶךְ] [מֵרָחוֹק]
Prov 7:20 [צְרוֹר] [הַכֶֶּף] [he] took [בְּיָדוֹ] [לְיוֹם] [הַכֵֶּא] he will come [בֵיתוֹ] | [KJV:] He hath taken a bag of money with him, and will come home at the day appointed.
Prov 7:21 [הִטַּתּוּ] [בְּרֹב] [לִקְחָהּ] [בְּחֵלֶק] [שְָׂתֶיהָ] [תַּדִּיחֶנּוּ] | [KJV:] With her much fair speech she caused him to yield, with the flattering of her lips she forced him.
Prov 7:22 [הוֹלֵךְ] [אַחֲרֶיהָ] [ִּתְאֹם] [כְּשׁוֹר] to/toward [טָבַח] [יָבוֹא] [וּכְעֶכֶ] to/toward [מוַּר] [אֱוִיל] | [KJV:] He goeth after her straightway, as an ox goeth to the slaughter, or as a fool to the correction of the stocks;
Prov 7:23 until [יְַלַּח] [חֵץ] [כְּבֵדוֹ] [כְּמַהֵר] [צִּוֹר] to/toward [ָּח] and not [he] knew [כִּי] [בְנְַשׁוֹ] he | [KJV:] Till a dart strike through his liver; as a bird hasteth to the snare, and knoweth not that it is for his life.
Prov 7:24 [וְעַתָּה] [בָנִים] [שִׁמְעוּ] to me [וְהַקְשִׁיבוּ] [לְאִמְרֵי] [ִי] | [KJV:] Hearken unto me now therefore, O ye children, and attend to the words of my mouth.
Prov 7:25 not [imperative] [יֵשְׂטְ] to/toward [דְּרָכֶיהָ] [לִבֶּךָ] not [imperative] [תֵּתַע] [בִּנְתִיבוֹתֶיהָ] | [KJV:] Let not thine heart decline to her ways, go not astray in her paths.
Prov 7:26 [כִּי] [רַבִּים] [חֲלָלִים] [הִִּילָה] [וַעֲצֻמִים] [כָּל] [הֲרֻגֶיהָ] | [KJV:] For she hath cast down many wounded: yea, many strong men have been slain by her.
Prov 7:27 [דַּרְכֵי] [שְׁאוֹל] [בֵּיתָהּ] [יֹרְדוֹת] to/toward [חַדְרֵי] [מָוֶת] | [KJV:] Her house is the way to hell, going down to the chambers of death.
Prov 8:1 [הֲלֹא] [חָכְמָה] [תִקְרָא] [וּתְבוּנָה] [תִּתֵּן] [קוֹלָהּ] | [KJV:] Doth not wisdom cry? and understanding put forth her voice?
Prov 8:2 [בְּרֹאשׁ] [מְרוֹמִים] [עֲלֵי] [דָרֶךְ] [בֵּית] [נְתִיבוֹת] [נִצָּבָה] | [KJV:] She standeth in the top of high places, by the way in the places of the paths.
Prov 8:3 [לְיַד] [שְׁעָרִים] [לְִי] [קָרֶת] [מְבוֹא] [ְתָחִים] [תָּרֹנָּה] | [KJV:] She crieth at the gates, at the entry of the city, at the coming in at the doors.
Prov 8:4 [אֲלֵיכֶם] [אִישִׁים] [אֶקְרָא] [וְקוֹלִי] to/toward [בְּנֵי] man/mankind | [KJV:] Unto you, O men, I call; and my voice is to the sons of man.
Prov 8:5 [הָבִינוּ] [ְתָאיִם] [עָרְמָה] [וּכְִילִים] [הָבִינוּ] heart | [KJV:] O ye simple, understand wisdom: and, ye fools, be ye of an understanding heart.
Prov 8:6 [שִׁמְעוּ] [כִּי] [נְגִידִים] [אֲדַבֵּר] [וּמְִתַּח] [שְָׂתַי] [מֵישָׁרִים] | [KJV:] Hear; for I will speak of excellent things; and the opening of my lips shall be right things.
